"shooterName","SkaterTeam","position","Goals","Misses","Shots","Ice.AVG","Shot.Dist.AVG","goal.Percentage","Blocked","Successful","Accuracy"
"Maxime Lajoie","OTT","D",7,40,87,27,45,8.05,40,47,54.0229885057471
"Nick Seeler","CHI","D",7,77,181,26,51,3.87,97,104,57.4585635359116
"Nick Seeler","MIN","D",7,77,181,26,51,3.87,97,104,57.4585635359116
"Patrik Nemeth","COL","D",7,145,328,27,48,2.13,176,183,55.7926829268293
"Patrik Nemeth","DET","D",7,145,328,27,48,2.13,176,183,55.7926829268293
"Radim Simek","S.J","D",7,68,162,24,47,4.32,87,94,58.0246913580247
"Ron Hainsey","OTT","D",7,66,126,26,54,5.56,53,60,47.6190476190476
"Ron Hainsey","TOR","D",7,66,126,26,54,5.56,53,60,47.6190476190476
"Ryan Callahan","T.B","R",7,20,73,29,30,9.59,46,53,72.6027397260274
"Sven Andrighetto","COL","R",7,35,96,30,33,7.29,54,61,63.5416666666667
"Tom Kuhnhackl","NYI","R",7,25,64,28,26,10.94,32,39,60.9375
"Adam Brooks","TOR","C",6,6,21,25,19,28.57,9,15,71.4285714285714
"Alex Barre-Boulet","T.B","C",6,16,36,32,26,16.67,14,20,55.5555555555556
"Alex Belzile","MTL","R",6,20,54,29,33,11.11,28,34,62.962962962963
"Alexandre Carrier","NSH","D",6,82,192,26,43,3.12,104,110,57.2916666666667
"Andrej Sekera","DAL","D",6,61,159,24,51,3.77,92,98,61.6352201257862
"Andrej Sekera","EDM","D",6,61,159,24,51,3.77,92,98,61.6352201257862
"Brendan Gaunce","BOS","C",6,22,49,30,29,12.24,21,27,55.1020408163265
"Brendan Gaunce","VAN","C",6,22,49,30,29,12.24,21,27,55.1020408163265
"Brett Seney","N.J","L",6,13,54,30,27,11.11,35,41,75.9259259259259
"Carl Gunnarsson","STL","D",6,27,64,22,45,9.38,31,37,57.8125
"Chris Wideman","FLA","D",6,54,128,28,52,4.69,68,74,57.8125
"Dale Weise","MTL","R",6,28,69,27,28,8.7,35,41,59.4202898550725
"Dean Kukan","CBJ","D",6,48,155,28,48,3.87,101,107,69.0322580645161
"Dustin Byfuglien","WPG","D",6,68,121,37,45,4.96,47,53,43.801652892562
"Dylan Coghlan","VGK","D",6,77,162,28,50,3.7,79,85,52.4691358024691
"Gaetan Haas","EDM","C",6,31,77,26,29,7.79,40,46,59.7402597402597
"John Moore","BOS","D",6,50,148,28,47,4.05,92,98,66.2162162162162
"Justin Abdelkader","DET","L",6,61,129,29,29,4.65,62,68,52.7131782945737
"Justin Dowling","DAL","C",6,42,86,28,32,6.98,38,44,51.1627906976744
"Kenny Agostino","N.J","L",6,41,73,30,32,8.22,26,32,43.8356164383562
"Kenny Agostino","TOR","L",6,41,73,30,32,8.22,26,32,43.8356164383562
"Kyle Brodziak","EDM","C",6,32,68,26,30,8.82,30,36,52.9411764705882
"Lias Andersson","L.A","C",6,23,101,26,28,5.94,72,78,77.2277227722772
"Lias Andersson","NYR","C",6,23,101,26,28,5.94,72,78,77.2277227722772
"Martin Kaut","COL","R",6,30,54,28,32,11.11,18,24,44.4444444444444
"Maxim Mamin","FLA","C",6,23,59,27,21,10.17,30,36,61.0169491525424
"Mikhail Maltsev","N.J","L",6,34,76,27,38,7.89,36,42,55.2631578947368
"Nikolay Goldobin","VAN","R",6,54,99,34,33,6.06,39,45,45.4545454545455
"Pierre-Olivier Joseph","PIT","D",6,44,136,28,51,4.41,86,92,67.6470588235294
"Ross Johnston","NYI","L",6,18,40,24,19,15,16,22,55
"Steven Kampfer","BOS","D",6,39,78,27,50,7.69,33,39,50
"Taylor Fedun","DAL","D",6,37,145,26,52,4.14,102,108,74.4827586206897
"Tucker Poolman","WPG","D",6,78,168,26,51,3.57,84,90,53.5714285714286
"Vinni Lettieri","ANA","C",6,41,92,34,32,6.52,45,51,55.4347826086957
"Vinni Lettieri","NYR","C",6,41,92,34,32,6.52,45,51,55.4347826086957
"Vitali Kravtsov","NYR","R",6,29,60,32,27,10,25,31,51.6666666666667
"Vladimir Sobotka","BUF","C",6,27,88,32,34,6.82,55,61,69.3181818181818
"Braydon Coburn","NYI","D",5,76,179,28,52,2.79,98,103,57.5418994413408
"Braydon Coburn","T.B","D",5,76,179,28,52,2.79,98,103,57.5418994413408
"Calen Addison","MIN","D",5,36,93,36,52,5.38,52,57,61.2903225806452
"Cam York","PHI","D",5,51,71,32,43,7.04,15,20,28.169014084507
"Chris Kunitz","CHI","L",5,17,39,25,26,12.82,17,22,56.4102564102564
"Christian Wolanin","L.A","D",5,24,72,28,48,6.94,43,48,66.6666666666667
"Christian Wolanin","OTT","D",5,24,72,28,48,6.94,43,48,66.6666666666667
"Christoffer Ehn","DET","C",5,27,80,28,32,6.25,48,53,66.25
"Drew Stafford","N.J","R",5,29,72,31,28,6.94,38,43,59.7222222222222
"Gabriel Bourque","COL","L",5,41,70,30,33,7.14,24,29,41.4285714285714
"Gabriel Bourque","WPG","L",5,41,70,30,33,7.14,24,29,41.4285714285714
"Gavin Bayreuther","CBJ","D",5,55,141,25,50,3.55,81,86,60.9929078014184
"Gavin Bayreuther","DAL","D",5,55,141,25,50,3.55,81,86,60.9929078014184
"Ilya Lyubushkin","ARI","D",5,86,197,26,51,2.54,106,111,56.3451776649746
"Jack Studnicka","BOS","C",5,50,122,26,30,4.1,67,72,59.0163934426229
"Jacob Middleton","S.J","D",5,39,106,28,45,4.72,62,67,63.2075471698113
"Jacob de la Rose","DET","C",5,30,114,26,32,4.39,79,84,73.6842105263158
"Jacob de la Rose","STL","L",5,30,114,26,32,4.39,79,84,73.6842105263158
"Joel L'Esperance","DAL","C",5,21,29,29,29,17.24,3,8,27.5862068965517
"Joel L'Esperance","DAL","R",5,21,29,29,29,17.24,3,8,27.5862068965517
"John Leonard","S.J","L",5,37,84,26,34,5.95,42,47,55.952380952381
"Johnny Boychuk","NYI","D",5,115,253,26,55,1.98,133,138,54.5454545454545
"Jonny Brodzinski","L.A","L",5,34,86,26,32,5.81,47,52,60.4651162790698
"Jonny Brodzinski","NYR","C",5,34,86,26,32,5.81,47,52,60.4651162790698
"Jonny Brodzinski","S.J","C",5,34,86,26,32,5.81,47,52,60.4651162790698
"Kris Russell","EDM","D",5,69,188,29,48,2.66,114,119,63.2978723404255
"Kyle Capobianco","ARI","D",5,35,64,28,45,7.81,24,29,45.3125
"Liam O'Brien","COL","C",5,34,76,26,32,6.58,37,42,55.2631578947368
"Logan Stanley","WPG","D",5,98,163,25,53,3.07,60,65,39.8773006134969
"Madison Bowey","CHI","D",5,61,113,29,48,4.42,47,52,46.0176991150442
"Madison Bowey","DET","D",5,61,113,29,48,4.42,47,52,46.0176991150442
"Mark Friedman","PHI","D",5,32,77,24,44,6.49,40,45,58.4415584415584
"Mark Friedman","PIT","D",5,32,77,24,44,6.49,40,45,58.4415584415584
"Nathan Gerbe","CBJ","C",5,20,61,28,34,8.2,36,41,67.2131147540984
"Niko Mikkola","STL","D",5,69,163,25,46,3.07,89,94,57.6687116564417
"Nolan Foote","N.J","L",5,6,14,28,30,35.71,3,8,57.1428571428571
"Radim Zohorna","PIT","L",5,14,21,25,21,23.81,2,7,33.3333333333333
"Reese Johnson","CHI","C",5,27,70,29,31,7.14,38,43,61.4285714285714
"Ryan Kesler","ANA","C",5,37,81,27,26,6.17,39,44,54.320987654321
"Slater Koekkoek","CHI","D",5,56,118,26,48,4.24,57,62,52.5423728813559
"Slater Koekkoek","EDM","D",5,56,118,26,48,4.24,57,62,52.5423728813559
"Tyler Graovac","VAN","C",5,6,17,26,22,29.41,6,11,64.7058823529412
"Victor Mete","MTL","D",5,84,172,26,42,2.91,83,88,51.1627906976744
"Victor Mete","OTT","D",5,84,172,26,42,2.91,83,88,51.1627906976744
"Zac Dalpe","CBJ","C",5,10,50,21,34,10,35,40,80
"Alan Quine","CGY","C",4,6,19,32,28,21.05,9,13,68.4210526315789
"Alexandre Fortin","CHI","L",4,10,26,25,24,15.38,12,16,61.5384615384615
"Antti Suomela","S.J","C",4,28,58,24,26,6.9,26,30,51.7241379310345
"Boo Nieves","NYR","C",4,10,32,31,28,12.5,18,22,68.75
"Brendan Guhle","ANA","D",4,34,56,23,46,7.14,18,22,39.2857142857143
"Cal Foote","T.B","D",4,66,127,28,48,3.15,57,61,48.0314960629921
"Charles Hudon","MTL","L",4,31,86,30,29,4.65,51,55,63.953488372093
"Christian Djoos","ANA","D",4,32,79,31,49,5.06,43,47,59.4936708860759
"Christian Djoos","DET","D",4,32,79,31,49,5.06,43,47,59.4936708860759
"Christian Djoos","WSH","D",4,32,79,31,49,5.06,43,47,59.4936708860759
"Colby Cave","EDM","C",4,25,59,28,24,6.78,30,34,57.6271186440678
"Cole Smith","NSH","L",4,34,64,30,25,6.25,26,30,46.875
"Connor Carrick","N.J","D",4,34,73,26,46,5.48,35,39,53.4246575342466
"Connor Mackey","CGY","D",4,23,35,20,50,11.43,8,12,34.2857142857143
"Dan Girardi","T.B","D",4,22,72,28,50,5.56,46,50,69.4444444444444
"Devante Smith-Pelly","WSH","R",4,30,58,28,28,6.9,24,28,48.2758620689655
"Dmytro Timashov","DET","L",4,13,34,26,37,11.76,17,21,61.7647058823529
"Dmytro Timashov","NYI","L",4,13,34,26,37,11.76,17,21,61.7647058823529
"Erik Brannstrom","OTT","D",4,98,236,29,47,1.69,134,138,58.4745762711864
"Filip Chlapik","OTT","C",4,18,33,22,32,12.12,11,15,45.4545454545455
"Ian Mitchell","CHI","D",4,19,46,26,47,8.7,23,27,58.695652173913
"Jamie McGinn","FLA","L",4,6,19,33,30,21.05,9,13,68.4210526315789
"Jan Jenik","ARI","R",4,8,21,28,28,19.05,9,13,61.9047619047619
"Jarred Tinordi","BOS","D",4,52,91,24,52,4.4,35,39,42.8571428571429
"Jarred Tinordi","NSH","D",4,52,91,24,52,4.4,35,39,42.8571428571429
"Jay Bouwmeester","STL","D",4,65,154,26,47,2.6,85,89,57.7922077922078
"Jaycob Megna","ANA","D",4,45,123,29,49,3.25,74,78,63.4146341463415
"Jean-Sebastien Dea","BUF","C",4,13,28,26,27,14.29,11,15,53.5714285714286
"Jean-Sebastien Dea","PIT","C",4,13,28,26,27,14.29,11,15,53.5714285714286
"Joel Kellman","S.J","C",4,11,40,25,30,10,25,29,72.5
"Jonah Gadjovich","VAN","L",4,31,64,29,24,6.25,29,33,51.5625
"Lane Pederson","ARI","C",4,27,62,34,29,6.45,31,35,56.4516129032258
"Laurent Dauphin","ARI","C",4,26,72,28,29,5.56,42,46,63.8888888888889
"Libor Hajek","NYR","D",4,30,87,27,49,4.6,53,57,65.5172413793103
"Logan Shaw","WPG","R",4,13,37,22,33,10.81,20,24,64.8648648648649
"Mario Kempe","ARI","R",4,25,52,23,34,7.69,23,27,51.9230769230769
"Markus Hannikainen","CBJ","L",4,18,48,26,28,8.33,26,30,62.5
"Matt Irwin","ANA","D",4,89,234,27,51,1.71,141,145,61.965811965812
"Matt Irwin","BUF","D",4,89,234,27,51,1.71,141,145,61.965811965812
"Matt Irwin","NSH","D",4,89,234,27,51,1.71,141,145,61.965811965812
"Miikka Salomaki","NSH","R",4,13,50,28,26,8,33,37,74
"Mikhail Grigorenko","CBJ","C",4,17,32,40,31,12.5,11,15,46.875
"Mitchell Stephens","T.B","C",4,40,71,24,28,5.63,27,31,43.6619718309859
"Nathan Beaulieu","WPG","D",4,75,181,26,51,2.21,102,106,58.5635359116022
"Nicholas Robertson","TOR","L",4,19,53,24,34,7.55,30,34,64.1509433962264
"Nikolai Prokhorkin","L.A","L",4,18,59,30,29,6.78,37,41,69.4915254237288
"Par Lindholm","BOS","C",4,61,103,28,32,3.88,38,42,40.7766990291262
"Par Lindholm","WPG","C",4,61,103,28,32,3.88,38,42,40.7766990291262
"Peter Cehlarik","BOS","L",4,18,26,33,24,15.38,4,8,30.7692307692308
"Riley Stillman","CHI","D",4,79,152,29,49,2.63,69,73,48.0263157894737
"Riley Stillman","FLA","D",4,79,152,29,49,2.63,69,73,48.0263157894737
"Ryan Murray","CBJ","D",4,64,168,26,47,2.38,100,104,61.9047619047619
"Ryan Murray","N.J","D",4,64,168,26,47,2.38,100,104,61.9047619047619
"Simon Benoit","ANA","D",4,60,126,26,48,3.17,62,66,52.3809523809524
"Taro Hirose","DET","L",4,18,55,31,31,7.27,33,37,67.2727272727273
"Ty Rattie","EDM","R",4,20,80,28,22,5,56,60,75
"Wyatt Kalynuk","CHI","D",4,14,23,29,47,17.39,5,9,39.1304347826087
"Zac Rinaldo","CGY","C",4,15,27,25,34,14.81,8,12,44.4444444444444
"Zac Rinaldo","NSH","L",4,15,27,25,34,14.81,8,12,44.4444444444444
"Adam McQuaid","CBJ","D",3,22,24,25,54,12.5,-1,2,8.33333333333333
"Andrew Agozzino","ANA","L",3,8,31,28,25,9.68,20,23,74.1935483870968
"Andrew Agozzino","COL","L",3,8,31,28,25,9.68,20,23,74.1935483870968
"Anthony Angello","PIT","C",3,4,23,28,35,13.04,16,19,82.6086956521739
"Anthony Richard","NSH","C",3,9,12,31,23,25,0,3,25
"Anton Blidh","BOS","L",3,20,53,28,33,5.66,30,33,62.2641509433962
"Ben Street","ANA","C",3,9,20,25,29,15,8,11,55
"Ben Street","N.J","C",3,9,20,25,29,15,8,11,55
"Brandon Manning","EDM","D",3,17,38,24,49,7.89,18,21,55.2631578947368
"Brooks Orpik","WSH","D",3,20,49,31,54,6.12,26,29,59.1836734693878
"Buddy Robinson","CGY","R",3,18,60,26,35,5,39,42,70
"Derrick Pouliot","STL","D",3,53,68,32,51,4.41,12,15,22.0588235294118
"Derrick Pouliot","VAN","D",3,53,68,32,51,4.41,12,15,22.0588235294118
"Deryk Engelland","VGK","D",3,66,167,28,50,1.8,98,101,60.4790419161677
"Dylan Sikura","CHI","R",3,11,74,30,31,4.05,60,63,85.1351351351351
"Dylan Sikura","VGK","C",3,11,74,30,31,4.05,60,63,85.1351351351351
"Fredrik Claesson","N.J","D",3,36,50,25,49,6,11,14,28
"Fredrik Claesson","NYR","D",3,36,50,25,49,6,11,14,28
"Fredrik Claesson","T.B","D",3,36,50,25,49,6,11,14,28
"Gabriel Carlsson","CBJ","D",3,11,36,19,45,8.33,22,25,69.4444444444444
"Garrett Wilson","PIT","L",3,16,56,26,27,5.36,37,40,71.4285714285714
"Gemel Smith","BOS","C",3,1,13,26,31,23.08,9,12,92.3076923076923
"Gemel Smith","T.B","C",3,1,13,26,31,23.08,9,12,92.3076923076923
"Igor Ozhiganov","TOR","D",3,30,40,23,54,7.5,7,10,25
"J.T. Brown","MIN","R",3,15,53,28,32,5.66,35,38,71.6981132075472
"Jacob Bryson","BUF","D",3,39,91,27,50,3.3,49,52,57.1428571428571
"Jacob Larsson","ANA","D",3,79,163,24,51,1.84,81,84,51.5337423312883
"Jacob MacDonald","COL","D",3,61,139,26,40,2.16,75,78,56.1151079136691
"Jacob MacDonald","FLA","D",3,61,139,26,40,2.16,75,78,56.1151079136691
"Jakob Forsbacka Karlsson","BOS","C",3,3,18,30,22,16.67,12,15,83.3333333333333
"Jeffrey Viel","S.J","L",3,11,41,24,26,7.32,27,30,73.1707317073171
"Joakim Nygard","EDM","L",3,12,42,26,22,7.14,27,30,71.4285714285714
"Joel Hanley","DAL","D",3,52,85,21,51,3.53,30,33,38.8235294117647
"Jonathan Ericsson","DET","D",3,25,61,25,53,4.92,33,36,59.0163934426229
"Jordan Gross","ARI","D",3,19,34,31,50,8.82,12,15,44.1176470588235
"Juuso Riikola","PIT","D",3,38,85,25,47,3.53,44,47,55.2941176470588
"Kevin Bahl","N.J","D",3,28,54,27,51,5.56,23,26,48.1481481481481
"Kyle Burroughs","COL","D",3,25,86,26,48,3.49,58,61,70.9302325581395
"Lucas Carlsson","CHI","D",3,25,54,25,45,5.56,26,29,53.7037037037037
"Marcus Kruger","CHI","C",3,15,70,24,32,4.29,52,55,78.5714285714286
"Marian Studenic","N.J","R",3,19,53,24,26,5.66,31,34,64.1509433962264
"Matthew Peca","MTL","C",3,17,45,26,33,6.67,25,28,62.2222222222222
"Matthew Peca","OTT","C",3,17,45,26,33,6.67,25,28,62.2222222222222
"Max McCormick","CAR","L",3,13,22,26,27,13.64,6,9,40.9090909090909
"Max McCormick","OTT","L",3,13,22,26,27,13.64,6,9,40.9090909090909
"Micheal Haley","NYR","C",3,28,46,23,28,6.52,15,18,39.1304347826087
"Micheal Haley","OTT","L",3,28,46,23,28,6.52,15,18,39.1304347826087
"Micheal Haley","S.J","C",3,28,46,23,28,6.52,15,18,39.1304347826087
"Mirco Mueller","N.J","D",3,40,65,25,51,4.62,22,25,38.4615384615385
"Nicholas Merkley","N.J","R",3,10,43,31,32,6.98,30,33,76.7441860465116
"Nicholas Shore","WPG","C",3,18,48,27,38,6.25,27,30,62.5
"Niklas Kronwall","DET","D",3,15,68,32,46,4.41,50,53,77.9411764705882
"Nikolai Knyzhov","S.J","D",3,17,58,26,52,5.17,38,41,70.6896551724138
"Oscar Fantenberg","CGY","D",3,57,131,25,54,2.29,71,74,56.4885496183206
"Oscar Fantenberg","VAN","D",3,57,131,25,54,2.29,71,74,56.4885496183206
"Oskar Steen","BOS","C",3,10,33,27,34,9.09,20,23,69.6969696969697
"Phil Varone","PHI","C",3,5,31,30,32,9.68,23,26,83.8709677419355
"Ryan Spooner","VAN","C",3,18,64,28,32,4.69,43,46,71.875
"Stefan Matteau","CBJ","C",3,13,30,29,34,10,14,17,56.6666666666667
"Tanner Kero","DAL","C",3,12,50,26,27,6,35,38,76
"Tim Heed","S.J","D",3,37,86,29,53,3.49,46,49,56.9767441860465
"Valentin Zykov","VGK","L",3,21,45,31,24,6.67,21,24,53.3333333333333
"Vladislav Kamenev","COL","C",3,17,51,30,37,5.88,31,34,66.6666666666667
"Yannick Weber","NSH","D",3,38,113,25,50,2.65,72,75,66.3716814159292
"Yannick Weber","PIT","D",3,38,113,25,50,2.65,72,75,66.3716814159292
"Aleksi Heponiemi","FLA","C",2,5,26,31,22,7.69,19,21,80.7692307692308
"Aleksi Saarela","FLA","C",2,6,14,30,34,14.29,6,8,57.1428571428571
"Alex Biega","DET","D",2,77,150,27,51,1.33,71,73,48.6666666666667
"Alex Biega","VAN","D",2,77,150,27,51,1.33,71,73,48.6666666666667
"Alexander Nylander","BUF","R",2,6,17,32,31,11.76,9,11,64.7058823529412
"Beck Malenstyn","WSH","L",2,10,19,29,28,10.53,7,9,47.3684210526316
"Ben Harpur","NSH","D",2,59,130,26,52,1.54,69,71,54.6153846153846
"Ben Harpur","OTT","D",2,59,130,26,52,1.54,69,71,54.6153846153846
"Ben Lovejoy","DAL","D",2,36,99,27,50,2.02,61,63,63.6363636363636
"Brett Murray","BUF","L",2,8,13,35,20,15.38,3,5,38.4615384615385
"Byron Froese","CGY","C",2,4,15,27,27,13.33,9,11,73.3333333333333
"C.J. Smith","BUF","L",2,9,16,30,31,12.5,5,7,43.75
"Conor Timmins","COL","D",2,31,62,23,50,3.23,29,31,50
"Daniel Carr","NSH","L",2,9,29,28,25,6.9,18,20,68.9655172413793
"Daniel Carr","VGK","L",2,9,29,28,25,6.9,18,20,68.9655172413793
"Daniel Carr","WSH","L",2,9,29,28,25,6.9,18,20,68.9655172413793
"Dennis Gilbert","CHI","D",2,12,23,24,57,8.7,9,11,47.8260869565217
"Dennis Gilbert","COL","D",2,12,23,24,57,8.7,9,11,47.8260869565217
"Dmitrij Jaskin","WSH","R",2,37,69,31,25,2.9,30,32,46.3768115942029
"Egor Yakovlev","N.J","D",2,10,22,28,42,9.09,10,12,54.5454545454545
"Gerald Mayhew","MIN","C",2,4,19,34,29,10.53,13,15,78.9473684210526
"Greg Pateryn","MIN","D",2,71,149,27,54,1.34,76,78,52.3489932885906
"Greg Pateryn","S.J","D",2,71,149,27,54,1.34,76,78,52.3489932885906
"Gustav Lindstrom","DET","D",2,35,74,27,48,2.7,37,39,52.7027027027027
"Jack Rathbone","VAN","D",2,14,37,23,47,5.41,21,23,62.1621621621622
"Jakob Lilja","CBJ","L",2,12,21,26,26,9.52,7,9,42.8571428571429
"Jason Demers","ARI","D",2,64,142,25,52,1.41,76,78,54.9295774647887
"Jayson Megna","COL","C",2,23,69,25,26,2.9,44,46,66.6666666666667
"Joseph Blandisi","PIT","C",2,7,18,26,28,11.11,9,11,61.1111111111111
"Josh Currie","EDM","R",2,5,17,24,31,11.76,10,12,70.5882352941177
"Josh Currie","PIT","R",2,5,17,24,31,11.76,10,12,70.5882352941177
"Kale Clague","L.A","D",2,24,74,31,48,2.7,48,50,67.5675675675676
"Kevin Connauton","ARI","D",2,59,116,25,50,1.72,55,57,49.1379310344828
"Kevin Connauton","COL","D",2,59,116,25,50,1.72,55,57,49.1379310344828
"Kevin Connauton","FLA","D",2,59,116,25,50,1.72,55,57,49.1379310344828
"Kole Lind","VAN","R",2,11,33,32,29,6.06,20,22,66.6666666666667
"Korbinian Holzer","ANA","D",2,26,52,20,48,3.85,24,26,50
"Kristian Vesalainen","WPG","L",2,10,50,29,38,4,38,40,80
"Kurtis Gabriel","N.J","R",2,9,9,21,29,22.22,-2,0,0
"Kurtis Gabriel","S.J","R",2,9,9,21,29,22.22,-2,0,0
"Lawrence Pilut","BUF","D",2,27,55,28,52,3.64,26,28,50.9090909090909
"Luca Sbisa","NSH","D",2,19,52,25,50,3.85,31,33,63.4615384615385
"Luca Sbisa","NYI","D",2,19,52,25,50,3.85,31,33,63.4615384615385
"Luca Sbisa","WPG","D",2,19,52,25,50,3.85,31,33,63.4615384615385
"Lukas Vejdemo","MTL","C",2,2,15,29,25,13.33,11,13,86.6666666666667
"Martin Marincin","TOR","D",2,33,65,26,53,3.08,30,32,49.2307692307692
"Matt Kiersted","FLA","D",2,13,29,26,46,6.9,14,16,55.1724137931034
"Mattias Samuelsson","BUF","D",2,42,128,28,47,1.56,84,86,67.1875
"Max Veronneau","OTT","R",2,5,16,30,29,12.5,9,11,68.75
"Michael Sgarbossa","WSH","C",2,4,14,24,30,14.29,8,10,71.4285714285714
"Mikhail Vorobyev","PHI","C",2,9,23,28,35,8.7,12,14,60.8695652173913
"Nic Petan","TOR","C",2,32,71,35,29,2.82,37,39,54.9295774647887
"Nicolas Beaudin","CHI","D",2,4,8,27,43,25,2,4,50
"Nicolas Meloche","S.J","D",2,19,40,25,49,5,19,21,52.5
"Olli Juolevi","VAN","D",2,18,40,23,53,5,20,22,55
"Patrik Berglund","BUF","C",2,13,23,38,28,8.7,8,10,43.4782608695652
"Paul LaDue","L.A","D",2,17,34,23,50,5.88,15,17,50
"Scott Sabourin","OTT","R",2,19,31,25,33,6.45,10,12,38.7096774193548
"Scott Sabourin","TOR","R",2,19,31,25,33,6.45,10,12,38.7096774193548
"Stephen Johns","DAL","D",2,14,36,23,53,5.56,20,22,61.1111111111111
"Tanner Laczynski","PHI","C",2,11,27,25,37,7.41,14,16,59.2592592592593
"Trevor Daley","DET","D",2,35,82,25,43,2.44,45,47,57.3170731707317
"Adam Johnson","PIT","C",1,0,7,28,20,14.29,6,7,100
"Alec Regula","CHI","D",1,7,20,30,50,5,12,13,65
"Andreas Martinsen","CHI","L",1,7,20,27,34,5,12,13,65
"Andrej Sustr","ANA","D",1,12,33,26,49,3.03,20,21,63.6363636363636
"Andy Andreoff","PHI","C",1,7,22,23,32,4.55,14,15,68.1818181818182
"Andy Welinski","ANA","D",1,28,47,25,50,2.13,18,19,40.4255319148936
"Anthony Bitetto","MIN","D",1,47,94,25,50,1.06,46,47,50
"Anthony Bitetto","NYR","D",1,47,94,25,50,1.06,46,47,50
"Anthony Bitetto","WPG","D",1,47,94,25,50,1.06,46,47,50
"Brad Malone","EDM","C",1,11,26,29,28,3.85,14,15,57.6923076923077
"Cale Fleury","MTL","D",1,32,56,28,56,1.79,23,24,42.8571428571429
"Cameron Gaunce","T.B","D",1,1,6,30,46,16.67,4,5,83.3333333333333
"Carsen Twarynski","PHI","L",1,4,16,27,31,6.25,11,12,75
"Casey Nelson","BUF","D",1,17,36,29,53,2.78,18,19,52.7777777777778
"Chris Butler","STL","D",1,10,9,25,54,11.11,-2,-1,-11.1111111111111
"Christian Folin","MTL","D",1,32,59,27,52,1.69,26,27,45.7627118644068
"Christian Jaros","OTT","D",1,32,81,25,50,1.23,48,49,60.4938271604938
"Christian Jaros","S.J","D",1,32,81,25,50,1.23,48,49,60.4938271604938
"Clark Bishop","CAR","C",1,21,45,22,25,2.22,23,24,53.3333333333333
"Clark Bishop","OTT","C",1,21,45,22,25,2.22,23,24,53.3333333333333
"Cody Goloubef","DET","D",1,12,20,23,57,5,7,8,40
"Cody Goloubef","OTT","D",1,12,20,23,57,5,7,8,40
"Cody McLeod","NSH","L",1,7,21,26,25,4.76,13,14,66.6666666666667
"Connor Brickley","NYR","L",1,5,17,24,28,5.88,11,12,70.5882352941177
"Connor Bunnaman","PHI","C",1,15,44,27,32,2.27,28,29,65.9090909090909
"Corban Knight","PHI","C",1,4,14,23,27,7.14,9,10,71.4285714285714
"Dakota Mermis","ARI","D",1,5,20,30,51,5,14,15,75
"Dakota Mermis","MIN","D",1,5,20,30,51,5,14,15,75
"Dakota Mermis","N.J","D",1,5,20,30,51,5,14,15,75
"Dalton Prout","CGY","D",1,13,15,25,57,6.67,1,2,13.3333333333333
"Dalton Prout","S.J","D",1,13,15,25,57,6.67,1,2,13.3333333333333
"Darren Archibald","OTT","R",1,1,9,30,40,11.11,7,8,88.8888888888889
"David Gustafsson","WPG","C",1,14,49,26,35,2.04,34,35,71.4285714285714
"David Kase","PHI","R",1,3,4,27,33,25,0,1,25
"Dion Phaneuf","L.A","D",1,42,79,24,51,1.27,36,37,46.8354430379747
"Egor Korshkov","TOR","R",1,0,0,53,37,Inf,-1,0,NA
"Erik Condra","DAL","R",1,3,9,28,29,11.11,5,6,66.6666666666667
"Fredrik Handemark","S.J","C",1,1,4,23,18,25,2,3,75
"Garrett Pilon","WSH","C",1,1,0,26,29,Inf,-2,-1,-Inf
"Guillaume Brisebois","VAN","D",1,7,19,24,47,5.26,11,12,63.1578947368421
"Ian McCoshen","FLA","D",1,12,14,20,53,7.14,1,2,14.2857142857143
"Jack Ahcan","BOS","D",1,5,9,25,47,11.11,3,4,44.4444444444444
"Jackson Cates","PHI","C",1,5,18,20,28,5.56,12,13,72.2222222222222
"Jakub Zboril","BOS","D",1,27,61,24,49,1.64,33,34,55.7377049180328
"Jason Garrison","EDM","D",1,7,15,23,50,6.67,7,8,53.3333333333333
"Joachim Blichfeld","S.J","R",1,5,5,19,36,20,-1,0,0
"Joakim Ryan","CAR","D",1,39,96,26,52,1.04,56,57,59.375
"Joakim Ryan","L.A","D",1,39,96,26,52,1.04,56,57,59.375
"Joakim Ryan","S.J","D",1,39,96,26,52,1.04,56,57,59.375
"Joe Morrow","WPG","D",1,32,39,28,54,2.56,6,7,17.9487179487179
"John Quenneville","CHI","C",1,19,30,31,31,3.33,10,11,36.6666666666667
"John Quenneville","N.J","C",1,19,30,31,31,3.33,10,11,36.6666666666667
"Joona Luoto","WPG","L",1,9,15,25,36,6.67,5,6,40
"Jori Lehtera","PHI","C",1,1,16,29,26,6.25,14,15,93.75
"Joseph Cramarossa","MIN","C",1,2,4,29,41,25,1,2,50
"Joshua Ho-Sang","NYI","R",1,3,9,33,22,11.11,5,6,66.6666666666667
"Kalle Kossila","ANA","C",1,1,10,33,33,10,8,9,90
"Kevan Miller","BOS","D",1,40,62,28,52,1.61,21,22,35.4838709677419
"Luke Johnson","CHI","C",1,9,30,23,32,3.33,20,21,70
"Luke Johnson","MIN","C",1,9,30,23,32,3.33,20,21,70
"Luke Witkowski","DET","R",1,9,23,29,41,4.35,13,14,60.8695652173913
"Luke Witkowski","T.B","R",1,9,23,29,41,4.35,13,14,60.8695652173913
